0	-4	0	0	0	0	0	-10000.	0	0
0	-2	0	1	0	0	0	-9999.99999999	0	0
0	0	0	2	0	0	0	-9999.99999998	0	0
0	2	0	3	0	0	0	-9999.99999997	0	0
0	4	0	4	0	0	0	-9999.99999996	0	0
1	0	1	5	0	0	0	-6.81758991	0	0
1	-2	1	6	0	2	2	6.e-8	0	0
1	2	1	7	0	2	2	8.e-8	0	0
1	0	1	8	0	2	2	2.e-7	0	0
2	0	1	9	0	0	0	41147.8143057	0	0
2	0	1	10	0	2	0	41148.05779095	0	0
2	-2	1	11	0	2	2	41148.24039899	0	0
2	2	1	12	0	2	2	41148.24039901	0	0
2	0	1	13	0	2	2	41148.24040618	0	0
2	0	1	14	0	0	2	41148.30127183	0	0
2	-2	1	15	0	0	2	41148.30127951	0	0
2	2	1	16	0	0	2	41148.30127953	0	0
2	-4	1	17	0	2	4	41148.38649741	0	0
2	4	1	18	0	2	4	41148.38649745	0	0
2	-2	1	19	0	2	4	41148.38650254	0	0
2	2	1	20	0	2	4	41148.38650256	0	0
2	0	1	21	0	2	4	41148.38650426	0	0
2	-2	1	22	0	2	2	41148.66650546	0	0
2	2	1	23	0	2	2	41148.66650548	0	0
2	0	1	24	1	2	2	41148.6665065	0	0
3	-6	0	25	0	0	0	54865.55318617	0	0
3	-4	0	26	0	0	0	54865.55318618	0	0
3	-2	0	27	0	0	0	54865.55318619	0	0
3	0	0	28	0	0	0	54865.5531862	0	0
3	2	0	29	0	0	0	54865.55318621	0	0
3	4	0	30	0	0	0	54865.55318622	0	0
3	6	0	31	0	0	0	54865.55318623	0	0
