1    0    1    1    0    0    1    0    9993.18    7.98365e+009    -6.81759    -10000    8502.9
1    -2    1    2    0    0    1    0    10000    6.99301e+006    -0.000000000001    -10000    7.4326
1    2    1    3    0    0    1    0    10000    6.99301e+006    0    -10000    7.4326
1    0    1    4    0    0    1    0    10000    6.99301e+006    0.000000000001    -10000    7.4326
2    -2    1    9    1    0    1    1    41155.1    3.13499e+008    41148.3    -6.81759    4.78014
2    0    1    10    1    0    1    1    41155.1    3.13499e+008    41148.3    -6.81759    4.78014
2    2    1    11    1    0    1    1    41155.1    3.13499e+008    41148.3    -6.81759    4.78014
2    0    1    12    1    -2    1    2    41148.1    1.04446e+008    41148.1    0    1.59338
2    -2    1    13    1    -2    1    2    41148.2    1.56671e+008    41148.2    0    2.39007
2    0    1    14    1    -2    1    2    41148.2    1.56671e+008    41148.2    0    2.39007
2    -4    1    16    1    -2    1    2    41148.4    3.13345e+008    41148.4    0    4.78014
2    -2    1    17    1    -2    1    2    41148.4    1.56672e+008    41148.4    0    2.39007
2    0    1    18    1    -2    1    2    41148.4    5.22241e+007    41148.4    0    0.796691
2    0    1    12    1    0    1    3    41148.1    1.04446e+008    41148.1    0    1.59338
2    -2    1    13    1    0    1    3    41148.2    1.56671e+008    41148.2    0    2.39007
2    2    1    15    1    0    1    3    41148.2    1.56671e+008    41148.2    0    2.39007
2    -2    1    17    1    0    1    3    41148.4    1.56672e+008    41148.4    0    2.39007
2    0    1    18    1    0    1    3    41148.4    2.08896e+008    41148.4    0    3.18676
2    2    1    19    1    0    1    3    41148.4    1.56672e+008    41148.4    0    2.39007
2    0    1    12    1    2    1    4    41148.1    1.04446e+008    41148.1    0    1.59338
2    0    1    14    1    2    1    4    41148.2    1.56671e+008    41148.2    0    2.39007
2    2    1    15    1    2    1    4    41148.2    1.56671e+008    41148.2    0    2.39007
2    0    1    18    1    2    1    4    41148.4    5.22241e+007    41148.4    0    0.796691
2    2    1    19    1    2    1    4    41148.4    1.56672e+008    41148.4    0    2.39007
2    4    1    20    1    2    1    4    41148.4    3.13345e+008    41148.4    0    4.78014
