1	-1	1	1	0	-1	1	1	11630.2588757	0	2.80957094391455
1	-1	1	1	0	1	1	1	11630.2588757	0	3.97333333333333
1	1	1	1	0	-1	1	1	11630.2588757	0	3.97333333333333
1	1	1	1	0	1	1	1	11630.2588757	0	2.80957094391455
1	-1	1	1	0	-3	1	2	11630.2588757	1.291632529728	2.43315981116462
1	-1	1	1	0	-1	1	4	11630.2588757	1.291632529728	1.98666666666667
1	-1	1	1	0	1	1	4	11630.2588757	1.291632529728	1.40478547195727
1	1	1	1	0	-1	1	4	11630.2588757	1.291632529728	1.40478547195727
1	1	1	1	0	1	1	4	11630.2588757	1.291632529728	1.98666666666667
1	1	1	1	0	3	1	2	11630.2588757	1.291632529728	2.43315981116462
1	-1	1	2	0	-1	1	2	11630.5164257	0.429196002192	2.80957094391455
1	-1	1	2	0	1	1	2	11630.5164257	0.429196002192	3.97333333333333
1	1	1	2	0	-1	1	2	11630.5164257	0.429196002192	3.97333333333333
1	1	1	2	0	1	1	2	11630.5164257	0.429196002192	2.80957094391455
1	-1	1	2	0	-3	1	1	11630.5164257	0.433244952192	2.43315981116462
1	-1	1	2	0	-1	1	3	11630.5164257	0.433244952192	1.98666666666667
1	-1	1	2	0	1	1	3	11630.5164257	0.433244952192	1.40478547195727
1	1	1	2	0	-1	1	3	11630.5164257	0.433244952192	1.40478547195727
1	1	1	2	0	1	1	3	11630.5164257	0.433244952192	1.98666666666667
1	1	1	2	0	3	1	1	11630.5164257	0.433244952192	2.43315981116462
1	-3	1	1	0	-1	1	2	11630.7652748	0.429196002192	2.43315981116462
1	-1	1	3	0	-1	1	2	11630.7652748	0.429196002192	1.98666666666667
1	-1	1	3	0	1	1	2	11630.7652748	0.429196002192	1.40478547195727
1	1	1	3	0	-1	1	2	11630.7652748	0.429196002192	1.40478547195727
1	1	1	3	0	1	1	2	11630.7652748	0.429196002192	1.98666666666667
1	3	1	1	0	1	1	2	11630.7652748	0.429196002192	2.43315981116462
1	-3	1	1	0	-3	1	1	11630.7652748	0.433244952192	3.37148513269746
1	-3	1	1	0	-1	1	3	11630.7652748	0.433244952192	2.75280608349613
1	-1	1	3	0	-3	1	1	11630.7652748	0.433244952192	2.75280608349613
1	-1	1	3	0	-1	1	3	11630.7652748	0.433244952192	1.12382837756582
1	-1	1	3	0	1	1	3	11630.7652748	0.433244952192	3.17866666666667
1	1	1	3	0	-1	1	3	11630.7652748	0.433244952192	3.17866666666667
1	1	1	3	0	1	1	3	11630.7652748	0.433244952192	1.12382837756582
1	1	1	3	0	3	1	1	11630.7652748	0.433244952192	2.75280608349613
1	3	1	1	0	1	1	3	11630.7652748	0.433244952192	2.75280608349613
1	3	1	1	0	3	1	1	11630.7652748	0.433244952192	3.37148513269746
