Molecule	Upper Manifold	M'	Sym'	#'	Lower Manifold	M"	Sym"	#"	Position	Intensity	Eupper	Elower	Spol	A	Width	Branch	Label
138BaF	A12	31	-	5	X	29	-	10	11614.4294870688	38247.7735022252	11696.4361068	82.0066197312	0.0259471146822498	38247.7735022252	0	oP12(37)31,29	A12 v=0 35 34  1 F1f 31 - X v=0 37 38  1 F2f 29
138BaF	A12	35	-	1	X	37	-	2	11614.4294870688	4245502.85874699	11696.4361068	82.0066197312	2.88012972972973	4245502.85874699	0	oP12(37)35,37	A12 v=0 35 34  1 F1f 35 - X v=0 37 38  1 F2f 37
138BaF	A12	-31	-	5	X	-33	-	6	11614.4294870688	3792904.20563733	11696.4361068	82.0066197312	2.57308887265644	3792904.20563733	0	oP12(37)-31,-33	A12 v=0 35 34  1 F1f -31 - X v=0 37 38  1 F2f -33
138BaF	A12	31	-	5	X	31	-	8	11614.4294870688	650212.149537828	11696.4361068	82.0066197312	0.441100949598247	650212.149537828	0	oP12(37)31,31	A12 v=0 35 34  1 F1f 31 - X v=0 37 38  1 F2f 31
138BaF	A12	23	-	13	X	23	-	16	11614.4294870688	1338672.07257788	11696.4361068	82.0066197312	0.908149013878744	1338672.07257788	0	oP12(37)23,23	A12 v=0 35 34  1 F1f 23 - X v=0 37 38  1 F2f 23
138BaF	A12	-35	-	1	X	-37	-	2	11614.4294870688	4245502.85874699	11696.4361068	82.0066197312	2.88012972972973	4245502.85874699	0	oP12(37)-35,-37	A12 v=0 35 34  1 F1f -35 - X v=0 37 38  1 F2f -37
138BaF	A12	33	-	3	X	35	-	4	11614.4294870688	4016016.21773364	11696.4361068	82.0066197312	2.72444704163623	4016016.21773364	0	oP12(37)33,35	A12 v=0 35 34  1 F1f 33 - X v=0 37 38  1 F2f 35
138BaF	A12	35	-	1	X	35	-	4	11614.4294870688	229486.641013351	11696.4361068	82.0066197312	0.155682688093499	229486.641013351	0	oP12(37)35,35	A12 v=0 35 34  1 F1f 35 - X v=0 37 38  1 F2f 35
138BaF	A12	23	-	13	X	25	-	14	11614.4294870688	2964202.44642245	11696.4361068	82.0066197312	2.01090138787436	2964202.44642245	0	oP12(37)23,25	A12 v=0 35 34  1 F1f 23 - X v=0 37 38  1 F2f 25
138BaF	A12	27	-	9	X	27	-	12	11614.4294870688	1019940.626726	11696.4361068	82.0066197312	0.691923058193329	1019940.626726	0	oP12(37)27,27	A12 v=0 35 34  1 F1f 27 - X v=0 37 38  1 F2f 27
138BaF	A12	27	-	9	X	29	-	10	11614.4294870688	3365804.06819582	11696.4361068	82.0066197312	2.28334609203798	3365804.06819582	0	oP12(37)27,29	A12 v=0 35 34  1 F1f 27 - X v=0 37 38  1 F2f 29
138BaF	A12	-35	-	1	X	-35	-	4	11614.4294870688	229486.641013351	11696.4361068	82.0066197312	0.155682688093499	229486.641013351	0	oP12(37)-35,-35	A12 v=0 35 34  1 F1f -35 - X v=0 37 38  1 F2f -35
138BaF	A12	29	-	7	X	29	-	10	11614.4294870688	841451.017048954	11696.4361068	82.0066197312	0.570836523009496	841451.017048954	0	oP12(37)29,29	A12 v=0 35 34  1 F1f 29 - X v=0 37 38  1 F2f 29
138BaF	A12	25	-	11	X	23	-	16	11614.4294870688	133867.207257788	11696.4361068	82.0066197312	0.0908149013878744	133867.207257788	0	oP12(37)25,23	A12 v=0 35 34  1 F1f 25 - X v=0 37 38  1 F2f 23
138BaF	A12	21	-	15	X	23	-	16	11614.4294870688	2772963.57891133	11696.4361068	82.0066197312	1.88116581446311	2772963.57891133	0	oP12(37)21,23	A12 v=0 35 34  1 F1f 21 - X v=0 37 38  1 F2f 23
138BaF	A12	27	-	9	X	25	-	14	11614.4294870688	95619.433755563	11696.4361068	82.0066197312	0.0648677867056246	95619.433755563	0	oP12(37)27,25	A12 v=0 35 34  1 F1f 27 - X v=0 37 38  1 F2f 25
138BaF	A12	33	-	3	X	31	-	8	11614.4294870688	19123.8867511126	11696.4361068	82.0066197312	0.0129735573411249	19123.8867511126	0	oP12(37)33,31	A12 v=0 35 34  1 F1f 33 - X v=0 37 38  1 F2f 31
138BaF	A12	31	-	5	X	33	-	6	11614.4294870688	3792904.20563733	11696.4361068	82.0066197312	2.57308887265644	3792904.20563733	0	oP12(37)31,33	A12 v=0 35 34  1 F1f 31 - X v=0 37 38  1 F2f 33
138BaF	A12	33	-	3	X	33	-	6	11614.4294870688	446224.024192627	11696.4361068	82.0066197312	0.302716337959581	446224.024192627	0	oP12(37)33,33	A12 v=0 35 34  1 F1f 33 - X v=0 37 38  1 F2f 33
138BaF	A12	35	-	1	X	33	-	6	11614.4294870688	6374.62891703753	11696.4361068	82.0066197312	0.0043245191137083	6374.62891703753	0	oP12(37)35,33	A12 v=0 35 34  1 F1f 35 - X v=0 37 38  1 F2f 33
138BaF	A12	-33	-	3	X	-33	-	6	11614.4294870688	446224.024192627	11696.4361068	82.0066197312	0.302716337959581	446224.024192627	0	oP12(37)-33,-33	A12 v=0 35 34  1 F1f -33 - X v=0 37 38  1 F2f -33
138BaF	A12	25	-	11	X	25	-	14	11614.4294870688	1185680.97856898	11696.4361068	82.0066197312	0.804360555149744	1185680.97856898	0	oP12(37)25,25	A12 v=0 35 34  1 F1f 25 - X v=0 37 38  1 F2f 25
138BaF	A12	-35	-	1	X	-33	-	6	11614.4294870688	6374.62891703753	11696.4361068	82.0066197312	0.0043245191137083	6374.62891703753	0	oP12(37)-35,-33	A12 v=0 35 34  1 F1f -35 - X v=0 37 38  1 F2f -33
138BaF	A12	25	-	11	X	27	-	12	11614.4294870688	3161815.94285062	11696.4361068	82.0066197312	2.14496148039932	3161815.94285062	0	oP12(37)25,27	A12 v=0 35 34  1 F1f 25 - X v=0 37 38  1 F2f 27
138BaF	A12	-33	-	3	X	-31	-	8	11614.4294870688	19123.8867511126	11696.4361068	82.0066197312	0.0129735573411249	19123.8867511126	0	oP12(37)-33,-31	A12 v=0 35 34  1 F1f -33 - X v=0 37 38  1 F2f -31
138BaF	A12	23	-	13	X	21	-	18	11614.4294870688	178489.609677051	11696.4361068	82.0066197312	0.121086535183833	178489.609677051	0	oP12(37)23,21	A12 v=0 35 34  1 F1f 23 - X v=0 37 38  1 F2f 21
138BaF	A12	5	-	31	X	3	-	36	11614.4294870688	866949.532717104	11696.4361068	82.0066197312	0.588134599464329	866949.532717104	0	oP12(37)5,3	A12 v=0 35 34  1 F1f  5 - X v=0 37 38  1 F2f  3
138BaF	A12	-21	-	15	X	-19	-	20	11614.4294870688	229486.641013351	11696.4361068	82.0066197312	0.155682688093499	229486.641013351	0	oP12(37)-21,-19	A12 v=0 35 34  1 F1f -21 - X v=0 37 38  1 F2f -19
138BaF	A12	-9	-	27	X	-7	-	32	11614.4294870688	669336.036288941	11696.4361068	82.0066197312	0.454074506939372	669336.036288941	0	oP12(37)-9,-7	A12 v=0 35 34  1 F1f -9 - X v=0 37 38  1 F2f -7
138BaF	A12	15	-	21	X	17	-	22	11614.4294870688	2237494.74988017	11696.4361068	82.0066197312	1.51790620891161	2237494.74988017	0	oP12(37)15,17	A12 v=0 35 34  1 F1f 15 - X v=0 37 38  1 F2f 17
138BaF	A12	-7	-	29	X	-7	-	32	11614.4294870688	2103627.54262238	11696.4361068	82.0066197312	1.42709130752374	2103627.54262238	0	oP12(37)-7,-7	A12 v=0 35 34  1 F1f -7 - X v=0 37 38  1 F2f -7
138BaF	A12	-7	-	29	X	-9	-	30	11614.4294870688	1612781.1160105	11696.4361068	82.0066197312	1.0941033357682	1612781.1160105	0	oP12(37)-7,-9	A12 v=0 35 34  1 F1f -7 - X v=0 37 38  1 F2f -9
138BaF	A12	-5	-	31	X	-7	-	32	11614.4294870688	1472539.27983567	11696.4361068	82.0066197312	0.998963915266618	1472539.27983567	0	oP12(37)-5,-7	A12 v=0 35 34  1 F1f -5 - X v=0 37 38  1 F2f -7
138BaF	A12	-19	-	17	X	-21	-	18	11614.4294870688	2588099.34031724	11696.4361068	82.0066197312	1.75575476016557	2588099.34031724	0	oP12(37)-19,-21	A12 v=0 35 34  1 F1f -19 - X v=0 37 38  1 F2f -21
138BaF	A12	-7	-	29	X	-5	-	34	11614.4294870688	764955.470044504	11696.4361068	82.0066197312	0.518942293644997	764955.470044504	0	oP12(37)-7,-5	A12 v=0 35 34  1 F1f -7 - X v=0 37 38  1 F2f -5
138BaF	A12	21	-	15	X	21	-	18	11614.4294870688	1478913.90875271	11696.4361068	82.0066197312	1.00328843438033	1478913.90875271	0	oP12(37)21,21	A12 v=0 35 34  1 F1f 21 - X v=0 37 38  1 F2f 21
138BaF	A12	-25	-	11	X	-23	-	16	11614.4294870688	133867.207257788	11696.4361068	82.0066197312	0.0908149013878744	133867.207257788	0	oP12(37)-25,-23	A12 v=0 35 34  1 F1f -25 - X v=0 37 38  1 F2f -23
138BaF	A12	-9	-	27	X	-9	-	30	11614.4294870688	2052630.51128608	11696.4361068	82.0066197312	1.39249515461407	2052630.51128608	0	oP12(37)-9,-9	A12 v=0 35 34  1 F1f -9 - X v=0 37 38  1 F2f -9
138BaF	A12	-5	-	31	X	-5	-	34	11614.4294870688	2141875.31612461	11696.4361068	82.0066197312	1.45303842220599	2141875.31612461	0	oP12(37)-5,-5	A12 v=0 35 34  1 F1f -5 - X v=0 37 38  1 F2f -5
138BaF	A12	-3	-	33	X	-5	-	34	11614.4294870688	1338672.07257788	11696.4361068	82.0066197312	0.908149013878744	1338672.07257788	0	oP12(37)-3,-5	A12 v=0 35 34  1 F1f -3 - X v=0 37 38  1 F2f -5
138BaF	A12	-21	-	15	X	-21	-	18	11614.4294870688	1478913.90875271	11696.4361068	82.0066197312	1.00328843438033	1478913.90875271	0	oP12(37)-21,-21	A12 v=0 35 34  1 F1f -21 - X v=0 37 38  1 F2f -21
138BaF	A12	-5	-	31	X	-3	-	36	11614.4294870688	866949.532717104	11696.4361068	82.0066197312	0.588134599464329	866949.532717104	0	oP12(37)-5,-3	A12 v=0 35 34  1 F1f -5 - X v=0 37 38  1 F2f -3
138BaF	A12	-11	-	25	X	-9	-	30	11614.4294870688	580091.231450415	11696.4361068	82.0066197312	0.393531239347456	580091.231450415	0	oP12(37)-11,-9	A12 v=0 35 34  1 F1f -11 - X v=0 37 38  1 F2f -9
138BaF	A12	-3	-	33	X	-3	-	36	11614.4294870688	2167373.83179276	11696.4361068	82.0066197312	1.47033649866082	2167373.83179276	0	oP12(37)-3,-3	A12 v=0 35 34  1 F1f -3 - X v=0 37 38  1 F2f -3
138BaF	A12	-15	-	21	X	-13	-	26	11614.4294870688	420725.508524477	11696.4361068	82.0066197312	0.285418261504748	420725.508524477	0	oP12(37)-15,-13	A12 v=0 35 34  1 F1f -15 - X v=0 37 38  1 F2f -13
138BaF	A12	-19	-	17	X	-19	-	20	11614.4294870688	1606406.48709346	11696.4361068	82.0066197312	1.08977881665449	1606406.48709346	0	oP12(37)-19,-19	A12 v=0 35 34  1 F1f -19 - X v=0 37 38  1 F2f -19
138BaF	A12	19	-	17	X	21	-	18	11614.4294870688	2588099.34031724	11696.4361068	82.0066197312	1.75575476016557	2588099.34031724	0	oP12(37)19,21	A12 v=0 35 34  1 F1f 19 - X v=0 37 38  1 F2f 21
138BaF	A12	-13	-	23	X	-15	-	24	11614.4294870688	2071754.3980372	11696.4361068	82.0066197312	1.4054687119552	2071754.3980372	0	oP12(37)-13,-15	A12 v=0 35 34  1 F1f -13 - X v=0 37 38  1 F2f -15
138BaF	A12	-1	-	35	X	-3	-	36	11614.4294870688	1211179.49423713	11696.4361068	82.0066197312	0.821658631604578	1211179.49423713	0	oP12(37)-1,-3	A12 v=0 35 34  1 F1f -1 - X v=0 37 38  1 F2f -3
138BaF	A12	-9	-	27	X	-11	-	28	11614.4294870688	1759397.58110236	11696.4361068	82.0066197312	1.19356727538349	1759397.58110236	0	oP12(37)-9,-11	A12 v=0 35 34  1 F1f -9 - X v=0 37 38  1 F2f -11
138BaF	A12	-31	-	5	X	-31	-	8	11614.4294870688	650212.149537828	11696.4361068	82.0066197312	0.441100949598247	650212.149537828	0	oP12(37)-31,-31	A12 v=0 35 34  1 F1f -31 - X v=0 37 38  1 F2f -31
138BaF	A12	-23	-	13	X	-21	-	18	11614.4294870688	178489.609677051	11696.4361068	82.0066197312	0.121086535183833	178489.609677051	0	oP12(37)-23,-21	A12 v=0 35 34  1 F1f -23 - X v=0 37 38  1 F2f -21
138BaF	A12	-3	-	33	X	-1	-	38	11614.4294870688	975318.224306742	11696.4361068	82.0066197312	0.661651424397371	975318.224306742	0	oP12(37)-3,-1	A12 v=0 35 34  1 F1f -3 - X v=0 37 38  1 F2f -1
138BaF	A12	-1	-	35	X	-1	-	38	11614.4294870688	2180123.08962684	11696.4361068	82.0066197312	1.47898553688824	2180123.08962684	0	oP12(37)-1,-1	A12 v=0 35 34  1 F1f -1 - X v=0 37 38  1 F2f -1
138BaF	A12	-11	-	25	X	-11	-	28	11614.4294870688	1988884.22211571	11696.4361068	82.0066197312	1.34924996347699	1988884.22211571	0	oP12(37)-11,-11	A12 v=0 35 34  1 F1f -11 - X v=0 37 38  1 F2f -11
138BaF	A12	1	-	35	X	-1	-	38	11614.4294870688	1090061.54481342	11696.4361068	82.0066197312	0.73949276844412	1090061.54481342	0	oP12(37)1,-1	A12 v=0 35 34  1 F1f  1 - X v=0 37 38  1 F2f -1
138BaF	A12	-21	-	15	X	-23	-	16	11614.4294870688	2772963.57891133	11696.4361068	82.0066197312	1.88116581446311	2772963.57891133	0	oP12(37)-21,-23	A12 v=0 35 34  1 F1f -21 - X v=0 37 38  1 F2f -23
138BaF	A12	-1	-	35	X	1	-	38	11614.4294870688	1090061.54481342	11696.4361068	82.0066197312	0.73949276844412	1090061.54481342	0	oP12(37)-1,1	A12 v=0 35 34  1 F1f -1 - X v=0 37 38  1 F2f  1
138BaF	A12	-13	-	23	X	-11	-	28	11614.4294870688	497221.055528927	11696.4361068	82.0066197312	0.337312490869248	497221.055528927	0	oP12(37)-13,-11	A12 v=0 35 34  1 F1f -13 - X v=0 37 38  1 F2f -11
138BaF	A12	21	-	15	X	19	-	20	11614.4294870688	229486.641013351	11696.4361068	82.0066197312	0.155682688093499	229486.641013351	0	oP12(37)21,19	A12 v=0 35 34  1 F1f 21 - X v=0 37 38  1 F2f 19
138BaF	A12	1	-	35	X	1	-	38	11614.4294870688	2180123.08962684	11696.4361068	82.0066197312	1.47898553688824	2180123.08962684	0	oP12(37)1,1	A12 v=0 35 34  1 F1f  1 - X v=0 37 38  1 F2f  1
138BaF	A12	17	-	19	X	19	-	20	11614.4294870688	2409609.73064019	11696.4361068	82.0066197312	1.63466822498174	2409609.73064019	0	oP12(37)17,19	A12 v=0 35 34  1 F1f 17 - X v=0 37 38  1 F2f 19
138BaF	A12	3	-	33	X	1	-	38	11614.4294870688	975318.224306742	11696.4361068	82.0066197312	0.661651424397371	975318.224306742	0	oP12(37)3,1	A12 v=0 35 34  1 F1f  3 - X v=0 37 38  1 F2f  1
138BaF	A12	-23	-	13	X	-23	-	16	11614.4294870688	1338672.07257788	11696.4361068	82.0066197312	0.908149013878744	1338672.07257788	0	oP12(37)-23,-23	A12 v=0 35 34  1 F1f -23 - X v=0 37 38  1 F2f -23
138BaF	A12	1	-	35	X	3	-	36	11614.4294870688	1211179.49423713	11696.4361068	82.0066197312	0.821658631604578	1211179.49423713	0	oP12(37)1,3	A12 v=0 35 34  1 F1f  1 - X v=0 37 38  1 F2f  3
138BaF	A12	-11	-	25	X	-13	-	26	11614.4294870688	1912388.67511126	11696.4361068	82.0066197312	1.29735573411249	1912388.67511126	0	oP12(37)-11,-13	A12 v=0 35 34  1 F1f -11 - X v=0 37 38  1 F2f -13
138BaF	A12	-17	-	19	X	-19	-	20	11614.4294870688	2409609.73064019	11696.4361068	82.0066197312	1.63466822498174	2409609.73064019	0	oP12(37)-17,-19	A12 v=0 35 34  1 F1f -17 - X v=0 37 38  1 F2f -19
138BaF	A12	3	-	33	X	3	-	36	11614.4294870688	2167373.83179276	11696.4361068	82.0066197312	1.47033649866082	2167373.83179276	0	oP12(37)3,3	A12 v=0 35 34  1 F1f  3 - X v=0 37 38  1 F2f  3
138BaF	A12	-13	-	23	X	-13	-	26	11614.4294870688	1912388.67511126	11696.4361068	82.0066197312	1.29735573411249	1912388.67511126	0	oP12(37)-13,-13	A12 v=0 35 34  1 F1f -13 - X v=0 37 38  1 F2f -13
138BaF	A12	7	-	29	X	9	-	30	11614.4294870688	1612781.1160105	11696.4361068	82.0066197312	1.0941033357682	1612781.1160105	0	oP12(37)7,9	A12 v=0 35 34  1 F1f  7 - X v=0 37 38  1 F2f  9
138BaF	A12	19	-	17	X	19	-	20	11614.4294870688	1606406.48709346	11696.4361068	82.0066197312	1.08977881665449	1606406.48709346	0	oP12(37)19,19	A12 v=0 35 34  1 F1f 19 - X v=0 37 38  1 F2f 19
138BaF	A12	11	-	25	X	9	-	30	11614.4294870688	580091.231450415	11696.4361068	82.0066197312	0.393531239347456	580091.231450415	0	oP12(37)11,9	A12 v=0 35 34  1 F1f 11 - X v=0 37 38  1 F2f  9
138BaF	A12	-17	-	19	X	-15	-	24	11614.4294870688	350604.590437064	11696.4361068	82.0066197312	0.237848551253957	350604.590437064	0	oP12(37)-17,-15	A12 v=0 35 34  1 F1f -17 - X v=0 37 38  1 F2f -15
138BaF	A12	17	-	19	X	15	-	24	11614.4294870688	350604.590437064	11696.4361068	82.0066197312	0.237848551253957	350604.590437064	0	oP12(37)17,15	A12 v=0 35 34  1 F1f 17 - X v=0 37 38  1 F2f 15
138BaF	A12	3	-	33	X	5	-	34	11614.4294870688	1338672.07257788	11696.4361068	82.0066197312	0.908149013878744	1338672.07257788	0	oP12(37)3,5	A12 v=0 35 34  1 F1f  3 - X v=0 37 38  1 F2f  5
138BaF	A12	-23	-	13	X	-25	-	14	11614.4294870688	2964202.44642245	11696.4361068	82.0066197312	2.01090138787436	2964202.44642245	0	oP12(37)-23,-25	A12 v=0 35 34  1 F1f -23 - X v=0 37 38  1 F2f -25
138BaF	A12	5	-	31	X	5	-	34	11614.4294870688	2141875.31612461	11696.4361068	82.0066197312	1.45303842220599	2141875.31612461	0	oP12(37)5,5	A12 v=0 35 34  1 F1f  5 - X v=0 37 38  1 F2f  5
138BaF	A12	-29	-	7	X	-29	-	10	11614.4294870688	841451.017048954	11696.4361068	82.0066197312	0.570836523009496	841451.017048954	0	oP12(37)-29,-29	A12 v=0 35 34  1 F1f -29 - X v=0 37 38  1 F2f -29
138BaF	A12	-29	-	7	X	-31	-	8	11614.4294870688	3576166.82245806	11696.4361068	82.0066197312	2.42605522279036	3576166.82245806	0	oP12(37)-29,-31	A12 v=0 35 34  1 F1f -29 - X v=0 37 38  1 F2f -31
138BaF	A12	7	-	29	X	5	-	34	11614.4294870688	764955.470044504	11696.4361068	82.0066197312	0.518942293644997	764955.470044504	0	oP12(37)7,5	A12 v=0 35 34  1 F1f  7 - X v=0 37 38  1 F2f  5
138BaF	A12	5	-	31	X	7	-	32	11614.4294870688	1472539.27983567	11696.4361068	82.0066197312	0.998963915266618	1472539.27983567	0	oP12(37)5,7	A12 v=0 35 34  1 F1f  5 - X v=0 37 38  1 F2f  7
138BaF	A12	19	-	17	X	17	-	22	11614.4294870688	286858.301266689	11696.4361068	82.0066197312	0.194603360116874	286858.301266689	0	oP12(37)19,17	A12 v=0 35 34  1 F1f 19 - X v=0 37 38  1 F2f 17
138BaF	A12	9	-	27	X	11	-	28	11614.4294870688	1759397.58110236	11696.4361068	82.0066197312	1.19356727538349	1759397.58110236	0	oP12(37)9,11	A12 v=0 35 34  1 F1f  9 - X v=0 37 38  1 F2f 11
138BaF	A12	-25	-	11	X	-25	-	14	11614.4294870688	1185680.97856898	11696.4361068	82.0066197312	0.804360555149744	1185680.97856898	0	oP12(37)-25,-25	A12 v=0 35 34  1 F1f -25 - X v=0 37 38  1 F2f -25
138BaF	A12	7	-	29	X	7	-	32	11614.4294870688	2103627.54262238	11696.4361068	82.0066197312	1.42709130752374	2103627.54262238	0	oP12(37)7,7	A12 v=0 35 34  1 F1f  7 - X v=0 37 38  1 F2f  7
138BaF	A12	15	-	21	X	15	-	24	11614.4294870688	1823143.87027273	11696.4361068	82.0066197312	1.23681246652057	1823143.87027273	0	oP12(37)15,15	A12 v=0 35 34  1 F1f 15 - X v=0 37 38  1 F2f 15
138BaF	A12	9	-	27	X	7	-	32	11614.4294870688	669336.036288941	11696.4361068	82.0066197312	0.454074506939372	669336.036288941	0	oP12(37)9,7	A12 v=0 35 34  1 F1f  9 - X v=0 37 38  1 F2f  7
138BaF	A12	-15	-	21	X	-15	-	24	11614.4294870688	1823143.87027273	11696.4361068	82.0066197312	1.23681246652057	1823143.87027273	0	oP12(37)-15,-15	A12 v=0 35 34  1 F1f -15 - X v=0 37 38  1 F2f -15
138BaF	A12	-27	-	9	X	-25	-	14	11614.4294870688	95619.433755563	11696.4361068	82.0066197312	0.0648677867056246	95619.433755563	0	oP12(37)-27,-25	A12 v=0 35 34  1 F1f -27 - X v=0 37 38  1 F2f -25
138BaF	A12	11	-	25	X	11	-	28	11614.4294870688	1988884.22211571	11696.4361068	82.0066197312	1.34924996347699	1988884.22211571	0	oP12(37)11,11	A12 v=0 35 34  1 F1f 11 - X v=0 37 38  1 F2f 11
138BaF	A12	-19	-	17	X	-17	-	22	11614.4294870688	286858.301266689	11696.4361068	82.0066197312	0.194603360116874	286858.301266689	0	oP12(37)-19,-17	A12 v=0 35 34  1 F1f -19 - X v=0 37 38  1 F2f -17
138BaF	A12	9	-	27	X	9	-	30	11614.4294870688	2052630.51128608	11696.4361068	82.0066197312	1.39249515461407	2052630.51128608	0	oP12(37)9,9	A12 v=0 35 34  1 F1f  9 - X v=0 37 38  1 F2f  9
138BaF	A12	-25	-	11	X	-27	-	12	11614.4294870688	3161815.94285062	11696.4361068	82.0066197312	2.14496148039932	3161815.94285062	0	oP12(37)-25,-27	A12 v=0 35 34  1 F1f -25 - X v=0 37 38  1 F2f -27
138BaF	A12	-27	-	9	X	-27	-	12	11614.4294870688	1019940.626726	11696.4361068	82.0066197312	0.691923058193329	1019940.626726	0	oP12(37)-27,-27	A12 v=0 35 34  1 F1f -27 - X v=0 37 38  1 F2f -27
138BaF	A12	-15	-	21	X	-17	-	22	11614.4294870688	2237494.74988017	11696.4361068	82.0066197312	1.51790620891161	2237494.74988017	0	oP12(37)-15,-17	A12 v=0 35 34  1 F1f -15 - X v=0 37 38  1 F2f -17
138BaF	A12	-17	-	19	X	-17	-	22	11614.4294870688	1721149.80760013	11696.4361068	82.0066197312	1.16762016070124	1721149.80760013	0	oP12(37)-17,-17	A12 v=0 35 34  1 F1f -17 - X v=0 37 38  1 F2f -17
138BaF	A12	11	-	25	X	13	-	26	11614.4294870688	1912388.67511126	11696.4361068	82.0066197312	1.29735573411249	1912388.67511126	0	oP12(37)11,13	A12 v=0 35 34  1 F1f 11 - X v=0 37 38  1 F2f 13
138BaF	A12	-29	-	7	X	-27	-	12	11614.4294870688	63746.2891703753	11696.4361068	82.0066197312	0.043245191137083	63746.2891703753	0	oP12(37)-29,-27	A12 v=0 35 34  1 F1f -29 - X v=0 37 38  1 F2f -27
138BaF	A12	13	-	23	X	15	-	24	11614.4294870688	2071754.3980372	11696.4361068	82.0066197312	1.4054687119552	2071754.3980372	0	oP12(37)13,15	A12 v=0 35 34  1 F1f 13 - X v=0 37 38  1 F2f 15
138BaF	A12	15	-	21	X	13	-	26	11614.4294870688	420725.508524477	11696.4361068	82.0066197312	0.285418261504748	420725.508524477	0	oP12(37)15,13	A12 v=0 35 34  1 F1f 15 - X v=0 37 38  1 F2f 13
138BaF	A12	13	-	23	X	13	-	26	11614.4294870688	1912388.67511126	11696.4361068	82.0066197312	1.29735573411249	1912388.67511126	0	oP12(37)13,13	A12 v=0 35 34  1 F1f 13 - X v=0 37 38  1 F2f 13
138BaF	A12	-31	-	5	X	-29	-	10	11614.4294870688	38247.7735022252	11696.4361068	82.0066197312	0.0259471146822498	38247.7735022252	0	oP12(37)-31,-29	A12 v=0 35 34  1 F1f -31 - X v=0 37 38  1 F2f -29
138BaF	A12	13	-	23	X	11	-	28	11614.4294870688	497221.055528927	11696.4361068	82.0066197312	0.337312490869248	497221.055528927	0	oP12(37)13,11	A12 v=0 35 34  1 F1f 13 - X v=0 37 38  1 F2f 11
138BaF	A12	-27	-	9	X	-29	-	10	11614.4294870688	3365804.06819582	11696.4361068	82.0066197312	2.28334609203798	3365804.06819582	0	oP12(37)-27,-29	A12 v=0 35 34  1 F1f -27 - X v=0 37 38  1 F2f -29
138BaF	A12	17	-	19	X	17	-	22	11614.4294870688	1721149.80760013	11696.4361068	82.0066197312	1.16762016070124	1721149.80760013	0	oP12(37)17,17	A12 v=0 35 34  1 F1f 17 - X v=0 37 38  1 F2f 17
138BaF	A12	19	-	15	X	19	-	18	11615.3517680537	1539144.7829511	11689.1587733	73.807005246272	1.04390008163265	1539144.7829511	0	oP12(35)19,19	A12 v=0 33 32  1 F1f 19 - X v=0 35 36  1 F2f 19
138BaF	A12	-31	-	3	X	-29	-	8	11615.3517680537	21377.0108743208	11689.1587733	73.807005246272	0.014498612244898	21377.0108743208	0	oP12(35)-31,-29	A12 v=0 33 32  1 F1f -31 - X v=0 35 36  1 F2f -29
138BaF	A12	-31	-	3	X	-31	-	6	11615.3517680537	470294.239235057	11689.1587733	73.807005246272	0.318969469387755	470294.239235057	0	oP12(35)-31,-31	A12 v=0 33 32  1 F1f -31 - X v=0 35 36  1 F2f -31
138BaF	A12	-33	-	1	X	-31	-	6	11615.3517680537	7125.67029144026	11689.1587733	73.807005246272	0.00483287074829932	7125.67029144026	0	oP12(35)-33,-31	A12 v=0 33 32  1 F1f -33 - X v=0 35 36  1 F2f -31
138BaF	A12	17	-	17	X	17	-	20	11615.3517680537	1667406.84819702	11689.1587733	73.807005246272	1.13089175510204	1667406.84819702	0	oP12(35)17,17	A12 v=0 33 32  1 F1f 17 - X v=0 35 36  1 F2f 17
138BaF	A12	19	-	15	X	21	-	16	11615.3517680537	2693503.37016442	11689.1587733	73.807005246272	1.82682514285714	2693503.37016442	0	oP12(35)19,21	A12 v=0 33 32  1 F1f 19 - X v=0 35 36  1 F2f 21
138BaF	A12	17	-	17	X	19	-	18	11615.3517680537	2501110.27229553	11689.1587733	73.807005246272	1.69633763265306	2501110.27229553	0	oP12(35)17,19	A12 v=0 33 32  1 F1f 17 - X v=0 35 36  1 F2f 19
138BaF	A12	-17	-	17	X	-17	-	20	11615.3517680537	1667406.84819702	11689.1587733	73.807005246272	1.13089175510204	1667406.84819702	0	oP12(35)-17,-17	A12 v=0 33 32  1 F1f -17 - X v=0 35 36  1 F2f -17
138BaF	A12	19	-	15	X	17	-	20	11615.3517680537	256524.130491849	11689.1587733	73.807005246272	0.173983346938776	256524.130491849	0	oP12(35)19,17	A12 v=0 33 32  1 F1f 19 - X v=0 35 36  1 F2f 17
138BaF	A12	21	-	13	X	19	-	18	11615.3517680537	199518.768160327	11689.1587733	73.807005246272	0.135320380952381	199518.768160327	0	oP12(35)21,19	A12 v=0 33 32  1 F1f 21 - X v=0 35 36  1 F2f 19
138BaF	A12	21	-	13	X	21	-	16	11615.3517680537	1396631.37712229	11689.1587733	73.807005246272	0.947242666666667	1396631.37712229	0	oP12(35)21,21	A12 v=0 33 32  1 F1f 21 - X v=0 35 36  1 F2f 21
138BaF	A12	23	-	11	X	21	-	16	11615.3517680537	149639.076120245	11689.1587733	73.807005246272	0.101490285714286	149639.076120245	0	oP12(35)23,21	A12 v=0 33 32  1 F1f 23 - X v=0 35 36  1 F2f 21
