1	0	1	5	0	0	0	2	-6.81758991	-9999.99999998	159.77791602742317
1	-2	1	6	0	-2	0	1	6.e-8	-9999.99999999	4.738029409936928
1	2	1	7	0	2	0	3	8.e-8	-9999.99999997	4.738029409922714
1	0	1	8	0	0	0	2	2.e-7	-9999.99999998	4.73802940992982
2	0	1	9	0	0	0	2	41147.8143057	-9999.99999998	4.878506202633252
2	0	1	10	0	0	0	2	41148.05779095	-9999.99999998	0.01545615149885469
2	0	1	10	1	-2	1	6	41148.05779095	6.e-8	2.1863541527154653
2	0	1	10	1	2	1	7	41148.05779095	8.e-8	2.1863541527154653
2	0	1	10	1	0	1	8	41148.05779095	2.e-7	-2.1863541527154653
2	-2	1	11	1	-2	1	6	41148.24039899	6.e-8	2.6777260355839694
2	-2	1	11	1	0	1	8	41148.24039899	2.e-7	-2.6777260355839694
2	2	1	12	1	2	1	7	41148.24039901	8.e-8	-2.6777260355839694
2	2	1	12	1	0	1	8	41148.24039901	2.e-7	2.6777260355839694
2	0	1	13	1	-2	1	6	41148.24040618	6.e-8	2.6777260355839694
2	0	1	13	1	2	1	7	41148.24040618	8.e-8	-2.6777260355839694
2	0	1	14	0	0	0	2	41148.30127183	-9999.99999998	0.002561870339819265
2	0	1	14	1	0	1	5	41148.30127183	-6.81758991	3.7868764758423907
2	0	1	14	2	0	1	9	41148.30127183	41147.8143057	15.250486562036826
2	-2	1	15	0	-2	0	1	41148.30127951	-9999.99999999	0.0025618703398200163
2	-2	1	15	1	0	1	5	41148.30127951	-6.81758991	3.7868764758423907
2	-2	1	15	2	0	1	9	41148.30127951	41147.8143057	15.250486562036826
2	2	1	16	0	2	0	3	41148.30127953	-9999.99999997	0.002561870339818513
2	2	1	16	1	0	1	5	41148.30127953	-6.81758991	3.7868764758423907
2	2	1	16	2	0	1	9	41148.30127953	41147.8143057	15.250486562036826
2	-4	1	17	0	-4	0	0	41148.38649741	-10000.	0.007981445373743307
2	-4	1	17	1	-2	1	6	41148.38649741	6.e-8	3.7868764758423907
2	4	1	18	0	4	0	4	41148.38649745	-9999.99999996	0.007981445373733943
2	4	1	18	1	2	1	7	41148.38649745	8.e-8	3.7868764758423907
2	-2	1	19	0	-2	0	1	41148.38650254	-9999.99999999	0.007981445373740967
2	-2	1	19	1	-2	1	6	41148.38650254	6.e-8	2.6777260355839694
2	-2	1	19	1	0	1	8	41148.38650254	2.e-7	2.6777260355839694
2	2	1	20	0	2	0	3	41148.38650256	-9999.99999997	0.007981445373736285
2	2	1	20	1	2	1	7	41148.38650256	8.e-8	2.6777260355839694
2	2	1	20	1	0	1	8	41148.38650256	2.e-7	2.6777260355839694
2	0	1	21	0	0	0	2	41148.38650426	-9999.99999998	0.007981445373738625
2	0	1	21	1	-2	1	6	41148.38650426	6.e-8	1.5459858474604744
2	0	1	21	1	2	1	7	41148.38650426	8.e-8	1.5459858474604744
2	0	1	21	1	0	1	8	41148.38650426	2.e-7	3.091971694920949
2	-2	1	22	0	-2	0	1	41148.66650546	-9999.99999999	0.14481091079875133
2	-2	1	22	2	0	1	10	41148.66650546	41148.05779095	-8.80487252186473
2	-2	1	22	2	-2	1	11	41148.66650546	41148.24039899	10.783722464410557
2	-2	1	22	2	0	1	13	41148.66650546	41148.24040618	-10.783722464410557
2	-2	1	22	2	-4	1	17	41148.66650546	41148.38649741	-15.250486562036826
2	-2	1	22	2	-2	1	19	41148.66650546	41148.38650254	10.783722464410557
2	-2	1	22	2	0	1	21	41148.66650546	41148.38650426	-6.2259850676936495
2	2	1	23	0	2	0	3	41148.66650548	-9999.99999997	0.14481091079866643
2	2	1	23	2	0	1	10	41148.66650548	41148.05779095	-8.80487252186473
2	2	1	23	2	2	1	12	41148.66650548	41148.24039901	-10.783722464410557
2	2	1	23	2	0	1	13	41148.66650548	41148.24040618	10.783722464410557
2	2	1	23	2	4	1	18	41148.66650548	41148.38649745	-15.250486562036826
2	2	1	23	2	2	1	20	41148.66650548	41148.38650256	10.783722464410557
2	2	1	23	2	0	1	21	41148.66650548	41148.38650426	-6.2259850676936495
2	0	1	24	0	0	0	2	41148.6665065	-9999.99999998	0.14481091079870892
2	0	1	24	2	0	1	10	41148.6665065	41148.05779095	-8.80487252186473
2	0	1	24	2	-2	1	11	41148.6665065	41148.24039899	10.783722464410557
2	0	1	24	2	2	1	12	41148.6665065	41148.24039901	-10.783722464410557
2	0	1	24	2	-2	1	19	41148.6665065	41148.38650254	-10.783722464410557
2	0	1	24	2	2	1	20	41148.6665065	41148.38650256	-10.783722464410557
2	0	1	24	2	0	1	21	41148.6665065	41148.38650426	12.451970135387299
3	-6	0	25	2	-4	1	17	54865.55318617	41148.38649741	1.6693611086552373
3	-4	0	26	2	-2	1	11	54865.55318618	41148.24039899	1.4457091281851897
3	-4	0	26	2	-2	1	15	54865.55318618	41148.30127951	1.6693611086552371
3	-4	0	26	2	-4	1	17	54865.55318618	41148.38649741	1.1804165601792116
3	-4	0	26	2	-2	1	19	54865.55318618	41148.38650254	1.4457091281851902
3	-4	0	26	2	-2	1	22	54865.55318618	41148.66650546	2.2858907656220384
3	-2	0	27	2	0	1	9	54865.55318619	41147.8143057	2.285890765622039
3	-2	0	27	2	0	1	10	54865.55318619	41148.05779095	1.2825628078799476
3	-2	0	27	2	-2	1	11	54865.55318619	41148.24039899	1.3306988413847374
3	-2	0	27	2	0	1	13	54865.55318619	41148.24040618	1.3306988413847374
3	-2	0	27	2	0	1	14	54865.55318619	41148.30127183	1.1804165601792111
