 0 0 0.0501564352234 0 0 nan 0 0 0 0 0
 0 0 0.0501564352234 1 0 nan 0 0 0 0 0
 0 0 0.0501564352234 2 0 nan 0 0 0 0 0
 0 0 0.0501564352234 3 0 nan 0 0 0 0 0
 0 0 0.0501564352234 4 0 nan 0 0 0 0 0
 0 0 0.0501564352234 5 -6.81758991 nan 0 0 0 0 nan
 0 0 0.0501564352234 6 6e-08 nan nan 0 0 0 nan
 0 0 0.0501564352234 7 8e-08 nan nan nan 0 0 nan
 0 0 0.0501564352234 8 2e-07 nan nan nan nan 0 nan
 0 0 0.0501564352234 9 41147.8143057 nan nan nan nan nan nan
 0 0 0.0501564352234 10 41148.0577909 nan nan nan nan nan nan
 0 0 0.0501564352234 11 41148.240399 nan nan nan nan nan nan
 0 0 0.0501564352234 12 41148.240399 nan nan nan nan nan nan
 0 0 0.0501564352234 13 41148.2404062 nan nan nan nan nan nan
 0 0 0.0501564352234 14 41148.3012718 nan nan nan nan nan nan
 0 0 0.0501564352234 15 41148.3012795 nan nan nan nan nan nan
 0 0 0.0501564352234 16 41148.3012795 nan nan nan nan nan nan
 0 0 0.0501564352234 17 41148.3864974 nan nan nan nan nan nan
 0 0 0.0501564352234 18 41148.3864975 nan nan nan nan nan nan
 0 0 0.0501564352234 19 41148.3865025 nan nan nan nan nan nan
 0 0 0.0501564352234 20 41148.3865026 nan nan nan nan nan nan
 0 0 0.0501564352234 21 41148.3865043 nan nan nan nan nan nan
 0 0 0.0501564352234 22 41148.6665055 nan nan nan nan nan nan
 0 0 0.0501564352234 23 41148.6665055 nan nan nan nan nan nan
 0 0 0.0501564352234 24 41148.6665065 nan nan nan nan nan nan
 0 0 0.0501564352234 25 0 nan 0 0 0 0 0
 0 0 0.0501564352234 26 0 nan 0 0 0 0 0
 0 0 0.0501564352234 27 0 nan 0 0 0 0 0
 0 0 0.0501564352234 28 0 nan 0 0 0 0 0
 0 0 0.0501564352234 29 0 nan 0 0 0 0 0
 0 0 0.0501564352234 30 0 nan 0 0 0 0 0
